Start Date,End Date,Start Time,Portfolio name,Campaign Type,Campaign Name,Country,Status,Currency,Budget,Targeting Type,Bidding strategy,Impressions,Clicks,Click-Thru Rate (CTR),Spend,Cost Per Click (CPC),7 Day Total Orders (#),"Total Advertising Cost of Sales (ACOS) ",Total Return on Advertising Spend (ROAS),7 Day Total Sales (₹)
"Feb 22, 2025","Feb 22, 2025",05:00,Breathing_category,Sponsored Products,breathing-fox-BE37TACOS15,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,25,0,0%,₹0,,0,,,₹0
"Feb 23, 2025","Feb 23, 2025",05:00,Breathing_category,Sponsored Products,breathing-fox-BE37TACOS15,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,9,0,0%,₹0,,0,,,₹0
"Feb 24, 2025","Feb 24, 2025",05:00,Breathing_category,Sponsored Products,breathing-fox-BE37TACOS15,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,47,0,0%,₹0,,0,,,₹0
"Feb 25, 2025","Feb 25, 2025",05:00,Breathing_category,Sponsored Products,breathing-fox-BE37TACOS15,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,9,0,0%,₹0,,0,,,₹0
"Feb 18, 2025","Feb 18, 2025",06:00,Breathing_category,Sponsored Products,breathing-fox-BE37TACOS15,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,85,0,0%,₹0,,0,,,₹0
"Feb 19, 2025","Feb 19, 2025",06:00,Breathing_category,Sponsored Products,breathing-fox-BE37TACOS15,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,100,1,1%,₹6.33,₹6.33,0,,0.0,₹0
"Feb 20, 2025","Feb 20, 2025",06:00,Breathing_category,Sponsored Products,breathing-fox-BE37TACOS15,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,76,0,0%,₹0,,0,,,₹0
"Feb 21, 2025","Feb 21, 2025",06:00,Breathing_category,Sponsored Products,breathing-fox-BE37TACOS15,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,105,0,0%,₹0,,0,,,₹0
"Feb 22, 2025","Feb 22, 2025",06:00,Breathing_category,Sponsored Products,breathing-fox-BE37TACOS15,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,48,0,0%,₹0,,0,,,₹0
"Feb 23, 2025","Feb 23, 2025",06:00,Breathing_category,Sponsored Products,breathing-fox-BE37TACOS15,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,23,0,0%,₹0,,0,,,₹0
"Feb 24, 2025","Feb 24, 2025",06:00,Breathing_category,Sponsored Products,breathing-fox-BE37TACOS15,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,108,1,0.9259259259259258%,₹58.56,₹58.56,0,,0.0,₹0
"Feb 25, 2025","Feb 25, 2025",06:00,Breathing_category,Sponsored Products,breathing-fox-BE37TACOS15,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,18,0,0%,₹0,,0,,,₹0
"Feb 18, 2025","Feb 18, 2025",07:00,Breathing_category,Sponsored Products,breathing-fox-BE37TACOS15,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,137,0,0%,₹0,,0,,,₹0
"Feb 19, 2025","Feb 19, 2025",07:00,Breathing_category,Sponsored Products,breathing-fox-BE37TACOS15,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,117,1,0.8547008547008548%,₹42.3,₹42.3,0,,0.0,₹0
"Feb 20, 2025","Feb 20, 2025",07:00,Breathing_category,Sponsored Products,breathing-fox-BE37TACOS15,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,151,0,0%,₹0,,0,,,₹0
"Feb 21, 2025","Feb 21, 2025",07:00,Breathing_category,Sponsored Products,breathing-fox-BE37TACOS15,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,213,0,0%,₹0,,0,,,₹0
"Feb 22, 2025","Feb 22, 2025",07:00,Breathing_category,Sponsored Products,breathing-fox-BE37TACOS15,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,148,0,0%,₹0,,0,,,₹0
"Feb 23, 2025","Feb 23, 2025",07:00,Breathing_category,Sponsored Products,breathing-fox-BE37TACOS15,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,47,0,0%,₹0,,0,,,₹0
"Feb 24, 2025","Feb 24, 2025",07:00,Breathing_category,Sponsored Products,breathing-fox-BE37TACOS15,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,164,2,1.2195121951219512%,₹65.46,₹32.73,0,,0.0,₹0
"Feb 25, 2025","Feb 25, 2025",07:00,Breathing_category,Sponsored Products,breathing-fox-BE37TACOS15,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,31,0,0%,₹0,,0,,,₹0
"Feb 18, 2025","Feb 18, 2025",08:00,Breathing_category,Sponsored Products,breathing-fox-BE37TACOS15,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,258,0,0%,₹0,,0,,,₹0
"Feb 19, 2025","Feb 19, 2025",08:00,Breathing_category,Sponsored Products,breathing-fox-BE37TACOS15,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,212,3,1.4150943396226416%,₹67.35,₹22.45,0,,0.0,₹0
"Feb 20, 2025","Feb 20, 2025",08:00,Breathing_category,Sponsored Products,breathing-fox-BE37TACOS15,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,333,2,0.6006006006006006%,₹73.01,₹36.51,0,,0.0,₹0
"Feb 21, 2025","Feb 21, 2025",08:00,Breathing_category,Sponsored Products,breathing-fox-BE37TACOS15,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,355,3,0.8450704225352111%,₹98.23,₹32.74,0,,0.0,₹0
"Feb 22, 2025","Feb 22, 2025",08:00,Breathing_category,Sponsored Products,breathing-fox-BE37TACOS15,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,286,2,0.6993006993006993%,₹71.98,₹35.99,0,,0.0,₹0
"Feb 23, 2025","Feb 23, 2025",08:00,Breathing_category,Sponsored Products,breathing-fox-BE37TACOS15,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,77,0,0%,₹0,,0,,,₹0
"Feb 24, 2025","Feb 24, 2025",08:00,Breathing_category,Sponsored Products,breathing-fox-BE37TACOS15,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,244,0,0%,₹0,,0,,,₹0
"Feb 25, 2025","Feb 25, 2025",08:00,Breathing_category,Sponsored Products,breathing-fox-BE37TACOS15,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,124,1,0.8064516129032258%,₹51.99,₹51.99,0,,0.0,₹0
"Feb 18, 2025","Feb 18, 2025",09:00,Breathing_category,Sponsored Products,breathing-fox-BE37TACOS15,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,330,1,0.30303030303030304%,₹8.04,₹8.04,0,,0.0,₹0
"Feb 19, 2025","Feb 19, 2025",09:00,Breathing_category,Sponsored Products,breathing-fox-BE37TACOS15,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,362,1,0.2762430939226519%,₹6.84,₹6.84,0,,0.0,₹0
"Feb 20, 2025","Feb 20, 2025",09:00,Breathing_category,Sponsored Products,breathing-fox-BE37TACOS15,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,366,0,0%,₹0,,0,,,₹0
"Feb 21, 2025","Feb 21, 2025",09:00,Breathing_category,Sponsored Products,breathing-fox-BE37TACOS15,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,502,2,0.398406374501992%,₹57.61,₹28.8,0,,0.0,₹0
"Feb 22, 2025","Feb 22, 2025",09:00,Breathing_category,Sponsored Products,breathing-fox-BE37TACOS15,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,454,1,0.22026431718061676%,₹21.19,₹21.19,0,,0.0,₹0
"Feb 23, 2025","Feb 23, 2025",09:00,Breathing_category,Sponsored Products,breathing-fox-BE37TACOS15,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,410,0,0%,₹0,,0,,,₹0
"Feb 24, 2025","Feb 24, 2025",09:00,Breathing_category,Sponsored Products,breathing-fox-BE37TACOS15,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,337,1,0.2967359050445104%,₹16.48,₹16.48,0,,0.0,₹0
"Feb 25, 2025","Feb 25, 2025",09:00,Breathing_category,Sponsored Products,breathing-fox-BE37TACOS15,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,205,0,0%,₹0,,0,,,₹0
"Feb 18, 2025","Feb 18, 2025",10:00,Breathing_category,Sponsored Products,breathing-fox-BE37TACOS15,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,427,0,0%,₹0,,0,,,₹0
"Feb 19, 2025","Feb 19, 2025",10:00,Breathing_category,Sponsored Products,breathing-fox-BE37TACOS15,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,494,3,0.6072874493927125%,₹55.16,₹18.39,0,,0.0,₹0
"Feb 20, 2025","Feb 20, 2025",10:00,Breathing_category,Sponsored Products,breathing-fox-BE37TACOS15,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,562,3,0.5338078291814947%,₹81.69,₹27.23,0,,0.0,₹0
"Feb 21, 2025","Feb 21, 2025",10:00,Breathing_category,Sponsored Products,breathing-fox-BE37TACOS15,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,516,3,0.5813953488372093%,₹133.63,₹44.54,0,,0.0,₹0
"Feb 22, 2025","Feb 22, 2025",10:00,Breathing_category,Sponsored Products,breathing-fox-BE37TACOS15,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,534,2,0.37453183520599254%,₹59.87,₹29.93,0,,0.0,₹0
"Feb 23, 2025","Feb 23, 2025",10:00,Breathing_category,Sponsored Products,breathing-fox-BE37TACOS15,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,548,1,0.18248175182481752%,₹13.93,₹13.93,0,,0.0,₹0
"Feb 24, 2025","Feb 24, 2025",10:00,Breathing_category,Sponsored Products,breathing-fox-BE37TACOS15,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,41,1,2.4390243902439024%,₹44.2,₹44.2,0,,0.0,₹0
"Feb 25, 2025","Feb 25, 2025",10:00,Breathing_category,Sponsored Products,breathing-fox-BE37TACOS15,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,252,2,0.7936507936507936%,₹113.76,₹56.88,0,,0.0,₹0
"Feb 18, 2025","Feb 18, 2025",11:00,Breathing_category,Sponsored Products,breathing-fox-BE37TACOS15,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,573,5,0.8726003490401396%,₹118.33,₹23.67,0,,0.0,₹0
"Feb 19, 2025","Feb 19, 2025",11:00,Breathing_category,Sponsored Products,breathing-fox-BE37TACOS15,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,466,2,0.4291845493562232%,₹37.4,₹18.7,0,,0.0,₹0
"Feb 20, 2025","Feb 20, 2025",11:00,Breathing_category,Sponsored Products,breathing-fox-BE37TACOS15,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,585,1,0.17094017094017094%,₹11.99,₹11.99,0,,0.0,₹0
"Feb 21, 2025","Feb 21, 2025",11:00,Breathing_category,Sponsored Products,breathing-fox-BE37TACOS15,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,277,0,0%,₹0,,0,,,₹0
"Feb 22, 2025","Feb 22, 2025",11:00,Breathing_category,Sponsored Products,breathing-fox-BE37TACOS15,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,637,5,0.7849293563579277%,₹118.62,₹23.72,1,10.775309987736751%,9.28,₹1100.85
"Feb 23, 2025","Feb 23, 2025",11:00,Breathing_category,Sponsored Products,breathing-fox-BE37TACOS15,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,577,1,0.17331022530329288%,₹10.28,₹10.28,0,,0.0,₹0
"Feb 18, 2025","Feb 18, 2025",12:00,Breathing_category,Sponsored Products,breathing-fox-BE37TACOS15,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,121,1,0.8264462809917356%,₹16.44,₹16.44,0,,0.0,₹0
"Feb 19, 2025","Feb 19, 2025",12:00,Breathing_category,Sponsored Products,breathing-fox-BE37TACOS15,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,600,2,0.33333333333333337%,₹73.04,₹36.52,0,,0.0,₹0
"Feb 20, 2025","Feb 20, 2025",12:00,Breathing_category,Sponsored Products,breathing-fox-BE37TACOS15,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,603,3,0.4975124378109453%,₹74.03,₹24.68,0,,0.0,₹0
"Feb 21, 2025","Feb 21, 2025",12:00,Breathing_category,Sponsored Products,breathing-fox-BE37TACOS15,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,221,0,0%,₹0,,0,,,₹0
"Feb 23, 2025","Feb 23, 2025",12:00,Breathing_category,Sponsored Products,breathing-fox-BE37TACOS15,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,676,1,0.14792899408284024%,₹22.94,₹22.94,0,,0.0,₹0
"Feb 18, 2025","Feb 18, 2025",13:00,Breathing_category,Sponsored Products,breathing-fox-BE37TACOS15,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,434,5,1.1520737327188941%,₹75.78,₹15.16,0,,0.0,₹0
"Feb 19, 2025","Feb 19, 2025",13:00,Breathing_category,Sponsored Products,breathing-fox-BE37TACOS15,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,175,1,0.5714285714285714%,₹20.51,₹20.51,0,,0.0,₹0
"Feb 20, 2025","Feb 20, 2025",13:00,Breathing_category,Sponsored Products,breathing-fox-BE37TACOS15,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,200,0,0%,₹0,,0,,,₹0
"Feb 21, 2025","Feb 21, 2025",13:00,Breathing_category,Sponsored Products,breathing-fox-BE37TACOS15,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,205,1,0.4878048780487805%,₹8.44,₹8.44,0,,0.0,₹0
"Feb 23, 2025","Feb 23, 2025",13:00,Breathing_category,Sponsored Products,breathing-fox-BE37TACOS15,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,706,1,0.141643059490085%,₹12.7,₹12.7,0,,0.0,₹0
"Feb 18, 2025","Feb 18, 2025",14:00,Breathing_category,Sponsored Products,breathing-fox-BE37TACOS15,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,413,1,0.24213075060532688%,₹24.76,₹24.76,0,,0.0,₹0
"Feb 20, 2025","Feb 20, 2025",14:00,Breathing_category,Sponsored Products,breathing-fox-BE37TACOS15,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,146,0,0%,₹0,,0,,,₹0
"Feb 21, 2025","Feb 21, 2025",14:00,Breathing_category,Sponsored Products,breathing-fox-BE37TACOS15,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,210,0,0%,₹0,,0,,,₹0
"Feb 23, 2025","Feb 23, 2025",14:00,Breathing_category,Sponsored Products,breathing-fox-BE37TACOS15,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,782,1,0.1278772378516624%,₹39.88,₹39.88,0,,0.0,₹0
"Feb 18, 2025","Feb 18, 2025",15:00,Breathing_category,Sponsored Products,breathing-fox-BE37TACOS15,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,488,0,0%,₹0,,0,,,₹0
"Feb 20, 2025","Feb 20, 2025",15:00,Breathing_category,Sponsored Products,breathing-fox-BE37TACOS15,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,173,1,0.5780346820809248%,₹20.1,₹20.1,0,,0.0,₹0
"Feb 21, 2025","Feb 21, 2025",15:00,Breathing_category,Sponsored Products,breathing-fox-BE37TACOS15,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,201,1,0.4975124378109453%,₹6.4,₹6.4,0,,0.0,₹0
"Feb 23, 2025","Feb 23, 2025",15:00,Breathing_category,Sponsored Products,breathing-fox-BE37TACOS15,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,669,3,0.4484304932735426%,₹61.94,₹20.65,0,,0.0,₹0
"Feb 18, 2025","Feb 18, 2025",16:00,Breathing_category,Sponsored Products,breathing-fox-BE37TACOS15,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,432,3,0.6944444444444444%,₹68.16,₹22.72,0,,0.0,₹0
"Feb 20, 2025","Feb 20, 2025",16:00,Breathing_category,Sponsored Products,breathing-fox-BE37TACOS15,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,279,2,0.7168458781362007%,₹47.03,₹23.52,0,,0.0,₹0
"Feb 21, 2025","Feb 21, 2025",16:00,Breathing_category,Sponsored Products,breathing-fox-BE37TACOS15,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,657,4,0.60882800608828%,₹52.31,₹13.08,0,,0.0,₹0
"Feb 23, 2025","Feb 23, 2025",16:00,Breathing_category,Sponsored Products,breathing-fox-BE37TACOS15,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,577,0,0%,₹0,,0,,,₹0
"Feb 20, 2025","Feb 20, 2025",17:00,Breathing_category,Sponsored Products,breathing-fox-BE37TACOS15,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,24,1,4.166666666666666%,₹34.51,₹34.51,0,,0.0,₹0
"Feb 21, 2025","Feb 21, 2025",17:00,Breathing_category,Sponsored Products,breathing-fox-BE37TACOS15,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,579,2,0.3454231433506045%,₹50.81,₹25.41,0,,0.0,₹0
"Feb 23, 2025","Feb 23, 2025",17:00,Breathing_category,Sponsored Products,breathing-fox-BE37TACOS15,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,100,2,2%,₹40.35,₹20.18,0,,0.0,₹0
"Feb 28, 2025","Feb 28, 2025",17:00,Breathing_category,Sponsored Products,breathing-fox-BE37TACOS15,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,0,0,,₹0,,0,,,₹0
"Feb 21, 2025","Feb 21, 2025",18:00,Breathing_category,Sponsored Products,breathing-fox-BE37TACOS15,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,387,1,0.2583979328165375%,₹46.34,₹46.34,0,,0.0,₹0
"Feb 18, 2025","Feb 18, 2025",00:00,liquidations-Jan-25,Sponsored Products,27-01-CompressionCubes_Combo_BE14TACOS10,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,281,5,1.7793594306049825%,₹40.41,₹8.08,1,4.506926011019161%,22.19,₹896.62
"Feb 19, 2025","Feb 19, 2025",00:00,liquidations-Jan-25,Sponsored Products,27-01-CompressionCubes_Combo_BE14TACOS10,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,264,2,0.7575757575757576%,₹19.04,₹9.52,0,,0.0,₹0
"Feb 20, 2025","Feb 20, 2025",00:00,liquidations-Jan-25,Sponsored Products,27-01-CompressionCubes_Combo_BE14TACOS10,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,211,2,0.9478672985781991%,₹21.94,₹10.97,0,,0.0,₹0
"Feb 21, 2025","Feb 21, 2025",00:00,liquidations-Jan-25,Sponsored Products,27-01-CompressionCubes_Combo_BE14TACOS10,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,206,2,0.9708737864077669%,₹22.03,₹11.02,0,,0.0,₹0
"Feb 22, 2025","Feb 22, 2025",00:00,liquidations-Jan-25,Sponsored Products,27-01-CompressionCubes_Combo_BE14TACOS10,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,128,2,1.5625%,₹23.55,₹11.78,0,,0.0,₹0
"Feb 23, 2025","Feb 23, 2025",00:00,liquidations-Jan-25,Sponsored Products,27-01-CompressionCubes_Combo_BE14TACOS10,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,150,0,0%,₹0,,0,,,₹0
"Feb 24, 2025","Feb 24, 2025",00:00,liquidations-Jan-25,Sponsored Products,27-01-CompressionCubes_Combo_BE14TACOS10,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,299,1,0.33444816053511706%,₹12.37,₹12.37,0,,0.0,₹0
"Feb 25, 2025","Feb 25, 2025",00:00,liquidations-Jan-25,Sponsored Products,27-01-CompressionCubes_Combo_BE14TACOS10,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,83,0,0%,₹0,,0,,,₹0
"Feb 26, 2025","Feb 26, 2025",00:00,liquidations-Jan-25,Sponsored Products,27-01-CompressionCubes_Combo_BE14TACOS10,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,42,0,0%,₹0,,0,,,₹0
"Feb 27, 2025","Feb 27, 2025",00:00,liquidations-Jan-25,Sponsored Products,27-01-CompressionCubes_Combo_BE14TACOS10,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,154,2,1.2987012987012987%,₹18.96,₹9.48,0,,0.0,₹0
"Feb 28, 2025","Feb 28, 2025",00:00,liquidations-Jan-25,Sponsored Products,27-01-CompressionCubes_Combo_BE14TACOS10,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,195,1,0.5128205128205128%,₹11.47,₹11.47,0,,0.0,₹0
"Mar 01, 2025","Mar 01, 2025",00:00,liquidations-Jan-25,Sponsored Products,27-01-CompressionCubes_Combo_BE14TACOS10,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,1266,0,0%,₹0,,0,,,₹0
"Mar 02, 2025","Mar 02, 2025",00:00,liquidations-Jan-25,Sponsored Products,27-01-CompressionCubes_Combo_BE14TACOS10,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,59,1,1.694915254237288%,₹12.18,₹12.18,0,,0.0,₹0
"Feb 18, 2025","Feb 18, 2025",01:00,liquidations-Jan-25,Sponsored Products,27-01-CompressionCubes_Combo_BE14TACOS10,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,127,0,0%,₹0,,0,,,₹0
"Feb 19, 2025","Feb 19, 2025",01:00,liquidations-Jan-25,Sponsored Products,27-01-CompressionCubes_Combo_BE14TACOS10,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,110,0,0%,₹0,,0,,,₹0
"Feb 20, 2025","Feb 20, 2025",01:00,liquidations-Jan-25,Sponsored Products,27-01-CompressionCubes_Combo_BE14TACOS10,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,106,1,0.9433962264150944%,₹8.11,₹8.11,0,,0.0,₹0
"Feb 21, 2025","Feb 21, 2025",01:00,liquidations-Jan-25,Sponsored Products,27-01-CompressionCubes_Combo_BE14TACOS10,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,114,0,0%,₹0,,0,,,₹0
"Feb 22, 2025","Feb 22, 2025",01:00,liquidations-Jan-25,Sponsored Products,27-01-CompressionCubes_Combo_BE14TACOS10,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,56,0,0%,₹0,,0,,,₹0
"Feb 23, 2025","Feb 23, 2025",01:00,liquidations-Jan-25,Sponsored Products,27-01-CompressionCubes_Combo_BE14TACOS10,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,77,0,0%,₹0,,0,,,₹0
"Feb 24, 2025","Feb 24, 2025",01:00,liquidations-Jan-25,Sponsored Products,27-01-CompressionCubes_Combo_BE14TACOS10,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,79,1,1.2658227848101267%,₹10.86,₹10.86,0,,0.0,₹0
"Feb 25, 2025","Feb 25, 2025",01:00,liquidations-Jan-25,Sponsored Products,27-01-CompressionCubes_Combo_BE14TACOS10,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,99,0,0%,₹0,,0,,,₹0
"Feb 26, 2025","Feb 26, 2025",01:00,liquidations-Jan-25,Sponsored Products,27-01-CompressionCubes_Combo_BE14TACOS10,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,47,0,0%,₹0,,0,,,₹0
"Feb 27, 2025","Feb 27, 2025",01:00,liquidations-Jan-25,Sponsored Products,27-01-CompressionCubes_Combo_BE14TACOS10,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,48,0,0%,₹0,,0,,,₹0
"Feb 28, 2025","Feb 28, 2025",01:00,liquidations-Jan-25,Sponsored Products,27-01-CompressionCubes_Combo_BE14TACOS10,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,69,0,0%,₹0,,0,,,₹0
"Mar 01, 2025","Mar 01, 2025",01:00,liquidations-Jan-25,Sponsored Products,27-01-CompressionCubes_Combo_BE14TACOS10,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,834,2,0.2398081534772182%,₹20.21,₹10.11,0,,0.0,₹0
"Mar 02, 2025","Mar 02, 2025",01:00,liquidations-Jan-25,Sponsored Products,27-01-CompressionCubes_Combo_BE14TACOS10,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,48,0,0%,₹0,,0,,,₹0
"Feb 18, 2025","Feb 18, 2025",02:00,liquidations-Jan-25,Sponsored Products,27-01-CompressionCubes_Combo_BE14TACOS10,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,69,0,0%,₹0,,0,,,₹0
"Feb 19, 2025","Feb 19, 2025",02:00,liquidations-Jan-25,Sponsored Products,27-01-CompressionCubes_Combo_BE14TACOS10,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,57,1,1.7543859649122806%,₹9.84,₹9.84,0,,0.0,₹0
"Feb 20, 2025","Feb 20, 2025",02:00,liquidations-Jan-25,Sponsored Products,27-01-CompressionCubes_Combo_BE14TACOS10,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,58,0,0%,₹0,,0,,,₹0
"Feb 21, 2025","Feb 21, 2025",02:00,liquidations-Jan-25,Sponsored Products,27-01-CompressionCubes_Combo_BE14TACOS10,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,94,1,1.0638297872340425%,₹6.15,₹6.15,0,,0.0,₹0
"Feb 22, 2025","Feb 22, 2025",02:00,liquidations-Jan-25,Sponsored Products,27-01-CompressionCubes_Combo_BE14TACOS10,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,43,0,0%,₹0,,0,,,₹0
"Feb 23, 2025","Feb 23, 2025",02:00,liquidations-Jan-25,Sponsored Products,27-01-CompressionCubes_Combo_BE14TACOS10,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,51,1,1.9607843137254901%,₹13.26,₹13.26,0,,0.0,₹0
"Feb 24, 2025","Feb 24, 2025",02:00,liquidations-Jan-25,Sponsored Products,27-01-CompressionCubes_Combo_BE14TACOS10,India,ENABLED,INR,₹100.0,Manual targeting,Dynamic bids – up and down,64,0,0%,₹0,,0,,,₹0
